Invoice,Product Name,Product Category,Product Price (IDR),Product Quantity,Shipping Fee (IDR),Total Amount (IDR),Order Created Date,Courier Name,Courier Service,Order Status,Region/Province,ECommerce
20010336G5PN20,Baju Gamis bahan katun gold,Pakaian,79000,46,2000,3636000,03-01-2020,JNE,Regular,Order Berhasil,Jawa Tengah,Shopee
20010318Y2KK89,Pashmina ceruty premium basic,Pakaian,34900,15,2000,525500,03-01-2020,Grab,Same Day,Order Berhasil,Jawa Barat,Shopee
20010303N7XK20,Sweater unisex kuning,Pakaian,99000,37,2000,3665000,03-01-2020,Grab,Same Day,Order Berhasil,Sumatera Barat,Shopee
20010303N7XK20,Payung lipat 42 inch,Accessories,42900,62,2000,2661800,03-01-2020,Grab,Same Day,Order Berhasil,Sumatera Barat,Shopee
20010352Y1TQ47,Seragam Sekolah SD paket lengkap,Pakaian,114900,47,2000,5402300,03-01-2020,SiCepat,Regular,Order Berhasil,Sulawesi Selatan,Shopee
20010303J0KH16,Jas Hujan setelan bahan polymer,Pakaian,149000,7,2000,1045000,03-01-2020,SiCepat,Regular,Order Berhasil,Kalimantan Barat,Shopee
20010354E3AL78,Batik Couple modis merah maroon,Pakaian,113900,65,2000,7405500,03-01-2020,SiCepat,Regular,Order Berhasil,Sulawesi Selatan,Shopee
20010313O4NE32,Sepatu Sekolah leher panjang hitam bertali,Sepatu,345900,72,2000,24906800,03-01-2020,SiCepat,Regular,Order Berhasil,Jawa Tengah,Shopee
20010330P2IG68,Baju Koko lengan pendek hitam,Pakaian,89900,13,2000,1170700,03-01-2020,J&T,Regular,Order Berhasil,Jawa Barat,Shopee
20010426Y8PY96,Payung lipat 42 inch,Accessories,42900,49,2000,2104100,04-01-2020,JNE,Regular,Order Berhasil,Bangka Belitung,Shopee
20010467N3KX01,Seragam Sekolah SD paket lengkap,Pakaian,114900,30,2000,3449000,04-01-2020,JNE,Regular,Order Berhasil,Jawa Barat,Shopee
20010467N3KX01,Pashmina ceruty premium basic,Pakaian,34900,4,2000,141600,04-01-2020,JNE,Regular,Order Berhasil,Jawa Barat,Shopee
20010485M9BG49,Tas Sekolah tahan air 15.6 inch,Accessories,379000,19,2000,7203000,04-01-2020,SiCepat,Regular,Order Berhasil,Jawa Barat,Shopee
20010485M9BG49,Batik Couple modis merah maroon,Pakaian,113900,52,2000,5924800,04-01-2020,SiCepat,Regular,Order Berhasil,Jawa Barat,Shopee
20010466J3KC71,Sweater unisex kuning,Pakaian,99000,28,2000,2774000,04-01-2020,J&T,Regular,Order Berhasil,Jakarta,Shopee
20010466J3KC71,Seragam Sekolah SD paket lengkap,Pakaian,114900,19,2000,2185100,04-01-2020,J&T,Regular,Order Berhasil,Jakarta,Shopee
20010466J3KC71,Payung lipat 42 inch,Accessories,42900,29,2000,1246100,04-01-2020,J&T,Regular,Order Berhasil,Jakarta,Shopee
20010474E3NF61,Sweater unisex kuning,Pakaian,99000,54,2000,5348000,04-01-2020,JNE,Regular,Order Berhasil,Jawa Barat,Shopee
20010411X0KA70,Baju Gamis bahan katun gold,Pakaian,79000,30,2000,2372000,04-01-2020,JNE,Regular,Order Berhasil,Jawa Barat,Shopee
20010429C9ET38,Sepatu Sekolah leher panjang hitam bertali,Sepatu,345900,37,2000,12800300,04-01-2020,J&T,Regular,Order Berhasil,Aceh,Shopee
20010446S6YD58,Jas Hujan setelan bahan polymer,Pakaian,149000,8,2000,1194000,04-01-2020,JNE,Regular,Order Berhasil,Jawa Timur,Shopee
20010446H0OJ87,Tas Sekolah tahan air 15.6 inch,Accessories,379000,17,2000,6445000,04-01-2020,SiCepat,Regular,Order Berhasil,Jawa Barat,Shopee
20010447R3YE19,Baju Koko lengan pendek hitam,Pakaian,89900,7,2000,631300,04-01-2020,J&T,Regular,Order Berhasil,Jawa Barat,Shopee
20010416Q2FW06,Sepatu Sekolah leher panjang hitam bertali,Sepatu,345900,22,2000,7611800,04-01-2020,SiCepat,Regular,Order Berhasil,Jawa Barat,Shopee
20010416Q2FW06,Baju Gamis bahan katun gold,Pakaian,79000,35,2000,2767000,04-01-2020,SiCepat,Regular,Order Berhasil,Jawa Barat,Shopee
20010470X6AZ07,Batik Couple modis merah maroon,Pakaian,113900,48,2000,5469200,04-01-2020,JNE,Regular,Order Berhasil,Sumatera Selatan,Shopee
20010420O8OA97,Pashmina ceruty premium basic,Pakaian,34900,7,2000,246300,04-01-2020,JNE,Regular,Order Berhasil,Lampung,Shopee
20010420O8OA97,Jas Hujan setelan bahan polymer,Pakaian,149000,6,2000,896000,04-01-2020,JNE,Regular,Order Berhasil,Lampung,Shopee
20010420O8OA97,Baju Koko lengan pendek hitam,Pakaian,89900,7,2000,631300,04-01-2020,JNE,Regular,Order Berhasil,Lampung,Shopee
20010565M6BP83,Tas Sekolah tahan air 15.6 inch,Accessories,379000,58,2000,21984000,05-01-2020,Grab,Same Day,Order Berhasil,Jawa Timur,Shopee
20010527Z7OL35,Payung lipat 42 inch,Accessories,42900,75,2000,3219500,05-01-2020,JNE,Regular,Order Berhasil,Bengkulu,Shopee
20010556S6RZ79,Baju Gamis bahan katun gold,Pakaian,79000,66,2000,5216000,05-01-2020,J&T,Regular,Order Berhasil,Banten,Shopee
20010574J9FD16,Seragam Sekolah SD paket lengkap,Pakaian,114900,50,2000,5747000,05-01-2020,JNE,Regular,Order Berhasil,Kalimantan Tengah,Shopee
20010505Q9IY82,Baju Koko lengan pendek hitam,Pakaian,89900,11,2000,990900,05-01-2020,JNE,Regular,Order Berhasil,Kalimantan Selatan,Shopee
20010544J6KL71,Sweater unisex kuning,Pakaian,99000,75,2000,7427000,05-01-2020,J&T,Regular,Order Berhasil,Sumatera Selatan,Shopee
20010580E2SI26,Sepatu Sekolah leher panjang hitam bertali,Sepatu,345900,100,2000,34592000,05-01-2020,JNE,Regular,Order Berhasil,Jawa Barat,Shopee
20010580E2SI26,Batik Couple modis merah maroon,Pakaian,113900,91,2000,10366900,05-01-2020,JNE,Regular,Order Berhasil,Jawa Barat,Shopee
20010575Q3WP95,Jas Hujan setelan bahan polymer,Pakaian,149000,15,2000,2237000,05-01-2020,SiCepat,Regular,Order Berhasil,Sulawesi Tenggara,Shopee
20010573I2OH56,Pashmina ceruty premium basic,Pakaian,34900,17,2000,595300,05-01-2020,JNE,Regular,Order Berhasil,Jawa Tengah,Shopee
20010625H5SP43,Pashmina ceruty premium basic,Pakaian,34900,14,2000,490600,06-01-2020,JNE,Regular,Order Berhasil,Sumatera Utara,Shopee
20010618U0EM84,Sepatu Sekolah leher panjang hitam bertali,Sepatu,345900,13,2000,4498700,06-01-2020,J&T,Regular,Order Berhasil,Jambi,Shopee
20010677X0DS50,Baju Koko lengan pendek hitam,Pakaian,89900,16,2000,1440400,06-01-2020,J&T,Regular,Order Berhasil,Sumatera Selatan,Shopee
20010693W8UT79,Batik Couple modis merah maroon,Pakaian,113900,59,2000,6722100,06-01-2020,JNE,Regular,Order Berhasil,Jawa Barat,Shopee
20010603O0GY66,Tas Sekolah tahan air 15.6 inch,Accessories,379000,28,2000,10614000,06-01-2020,GO-JEK,Regular,Order Berhasil,Banten,Shopee
20010603O0GY66,Sweater unisex kuning,Pakaian,99000,53,2000,5249000,06-01-2020,GO-JEK,Regular,Order Berhasil,Banten,Shopee
20010603O0GY66,Baju Gamis bahan katun gold,Pakaian,79000,40,2000,3162000,06-01-2020,GO-JEK,Regular,Order Berhasil,Banten,Shopee
20010630Q7ZL08,Payung lipat 42 inch,Accessories,42900,58,2000,2490200,06-01-2020,JNE,Regular,Order Berhasil,Sumatera Selatan,Shopee
20010630Q7ZL08,Jas Hujan setelan bahan polymer,Pakaian,149000,18,2000,2684000,06-01-2020,JNE,Regular,Order Berhasil,Sumatera Selatan,Shopee
20010601U4PZ91,Seragam Sekolah SD paket lengkap,Pakaian,114900,35,2000,4023500,06-01-2020,GO-JEK,Regular,Order Berhasil,Bali,Shopee
20010720H0YA49,Baju Koko lengan pendek hitam,Pakaian,89900,16,2000,1440400,07-01-2020,JNE,Regular,Order Berhasil,Aceh,Shopee
20010757X8CX26,Payung lipat 42 inch,Accessories,42900,53,2000,2275700,07-01-2020,JNE,Regular,Order Berhasil,Jakarta,Shopee
20010712U7DT41,Pashmina ceruty premium basic,Pakaian,34900,5,2000,176500,07-01-2020,J&T,Regular,Order Berhasil,Sumatera Utara,Shopee
20010793O1HT67,Tas Sekolah tahan air 15.6 inch,Accessories,379000,41,2000,15541000,07-01-2020,JNE,Regular,Order Berhasil,Bali,Shopee
20010793O1HT67,Jas Hujan setelan bahan polymer,Pakaian,149000,12,2000,1790000,07-01-2020,JNE,Regular,Order Berhasil,Bali,Shopee
20010710U0OL95,Seragam Sekolah SD paket lengkap,Pakaian,114900,35,2000,4023500,07-01-2020,JNE,Regular,Order Berhasil,Jawa Barat,Shopee
20010739M5PT78,Baju Gamis bahan katun gold,Pakaian,79000,64,2000,5058000,07-01-2020,JNE,Regular,Order Berhasil,Jawa Barat,Shopee
20010760I7LJ59,Batik Couple modis merah maroon,Pakaian,113900,75,2000,8544500,07-01-2020,JNE,Regular,Order Berhasil,Lampung,Shopee
20010781B8HM86,Sepatu Sekolah leher panjang hitam bertali,Sepatu,345900,53,2000,18334700,07-01-2020,SiCepat,Regular,Order Berhasil,Riau,Shopee
20010724Y8FF62,Sweater unisex kuning,Pakaian,99000,62,2000,6140000,07-01-2020,JNE,Regular,Order Berhasil,Jawa Barat,Shopee
20010855V1ZZ67,Tas Sekolah tahan air 15.6 inch,Accessories,379000,35,2000,13267000,08-01-2020,GO-JEK,Same Day,Order Berhasil,Jawa Timur,Shopee
20010864A5EW17,Jas Hujan setelan bahan polymer,Pakaian,149000,19,2000,2833000,08-01-2020,SiCepat,Regular,Order Berhasil,Jawa Barat,Shopee
20010858N6FS01,Sepatu Sekolah leher panjang hitam bertali,Sepatu,345900,32,2000,11070800,08-01-2020,SiCepat,Regular,Order Berhasil,Lampung,Shopee
20010858N6FS01,Baju Koko lengan pendek hitam,Pakaian,89900,27,2000,2429300,08-01-2020,SiCepat,Regular,Order Berhasil,Lampung,Shopee
20010837S0NT94,Sweater unisex kuning,Pakaian,99000,54,2000,5348000,08-01-2020,JNE,Regular,Order Berhasil,Kalimantan Selatan,Shopee
20010854M2ML26,Batik Couple modis merah maroon,Pakaian,113900,72,2000,8202800,08-01-2020,SiCepat,Regular,Order Berhasil,Banten,Shopee
20010899R2IM91,Payung lipat 42 inch,Accessories,42900,73,2000,3133700,08-01-2020,J&T,Regular,Order Berhasil,Kalimantan Barat,Shopee
20010899R2IM91,Baju Gamis bahan katun gold,Pakaian,79000,55,2000,4347000,08-01-2020,J&T,Regular,Order Berhasil,Kalimantan Barat,Shopee
20010881Y2PV62,Seragam Sekolah SD paket lengkap,Pakaian,114900,17,2000,1955300,08-01-2020,GO-JEK,Same Day,Order Gagal,Jakarta,Shopee
20010893L0GK29,Pashmina ceruty premium basic,Pakaian,34900,15,2000,525500,08-01-2020,SiCepat,Regular,Order Berhasil,Jawa Barat,Shopee
20010959T0GD40,Baju Koko lengan pendek hitam,Pakaian,89900,15,2000,1350500,09-01-2020,SiCepat,Regular,Order Berhasil,Jawa Tengah,Shopee
20010945R2DA45,Sweater unisex kuning,Pakaian,99000,70,2000,6932000,09-01-2020,SiCepat,Regular,Order Berhasil,Sumatera Utara,Shopee
20010945R2DA45,Jas Hujan setelan bahan polymer,Pakaian,149000,22,2000,3280000,09-01-2020,SiCepat,Regular,Order Berhasil,Sumatera Utara,Shopee
20010930B6FJ93,Pashmina ceruty premium basic,Pakaian,34900,9,2000,316100,09-01-2020,JNE,Regular,Order Berhasil,Jawa Timur,Shopee
20010930B6FJ93,Batik Couple modis merah maroon,Pakaian,113900,73,2000,8316700,09-01-2020,JNE,Regular,Order Berhasil,Jawa Timur,Shopee
20010952W3UL11,Payung lipat 42 inch,Accessories,42900,83,2000,3562700,09-01-2020,JNE,Regular,Order Berhasil,Jawa Barat,Shopee
20010945T0ME52,Seragam Sekolah SD paket lengkap,Pakaian,114900,34,2000,3908600,09-01-2020,JNE,Regular,Order Berhasil,Jawa Timur,Shopee
20010912H5LG41,Sepatu Sekolah leher panjang hitam bertali,Sepatu,345900,33,2000,11416700,09-01-2020,JNE,Regular,Order Berhasil,Jawa Timur,Shopee
20010954O4XG43,Tas Sekolah tahan air 15.6 inch,Accessories,379000,13,2000,4929000,09-01-2020,JNE,Regular,Order Berhasil,Gorontalo,Shopee
20010954O4XG43,Baju Gamis bahan katun gold,Pakaian,79000,63,2000,4979000,09-01-2020,JNE,Regular,Order Berhasil,Gorontalo,Shopee
20011012R9DT30,Batik Couple modis merah maroon,Pakaian,113900,72,2000,8202800,10-01-2020,Grab,Same Day,Order Berhasil,Jawa Tengah,Shopee
20011085R4JX43,Payung lipat 42 inch,Accessories,42900,90,2000,3863000,10-01-2020,JNE,Regular,Order Berhasil,Jawa Barat,Shopee
20011063M6WE24,Baju Koko lengan pendek hitam,Pakaian,89900,23,2000,2069700,10-01-2020,JNE,Regular,Order Berhasil,Sulawesi Selatan,Shopee
20011019A1BI46,Baju Gamis bahan katun gold,Pakaian,79000,64,2000,5058000,10-01-2020,JNE,Regular,Order Berhasil,Bali,Shopee
20011030Q3ND30,Pashmina ceruty premium basic,Pakaian,34900,7,2000,246300,10-01-2020,JNE,Regular,Order Berhasil,Sumatera Barat,Shopee
20011030Q3ND30,Jas Hujan setelan bahan polymer,Pakaian,149000,17,2000,2535000,10-01-2020,JNE,Regular,Order Berhasil,Sumatera Barat,Shopee
20011043K3TR27,Seragam Sekolah SD paket lengkap,Pakaian,114900,18,2000,2070200,10-01-2020,JNE,Regular,Order Berhasil,Jawa Barat,Shopee
20011045W3VG50,Sweater unisex kuning,Pakaian,99000,99,2000,9803000,10-01-2020,JNE,Regular,Order Berhasil,Aceh,Shopee
20011035P5MY06,Tas Sekolah tahan air 15.6 inch,Accessories,379000,9,2000,3413000,10-01-2020,JNE,Regular,Order Gagal,Aceh,Shopee
20011035P5MY06,Sepatu Sekolah leher panjang hitam bertali,Sepatu,345900,55,2000,19026500,10-01-2020,JNE,Regular,Order Gagal,Aceh,Shopee
20011186T3AX30,Pashmina ceruty premium basic,Pakaian,34900,11,2000,385900,11-01-2020,JNE,Regular,Order Berhasil,Gorontalo,Shopee
20011186T3AX30,Batik Couple modis merah maroon,Pakaian,113900,85,2000,9683500,11-01-2020,JNE,Regular,Order Berhasil,Gorontalo,Shopee
20011151I2IV09,Tas Sekolah tahan air 15.6 inch,Accessories,379000,39,2000,14783000,11-01-2020,JNE,Regular,Order Berhasil,Gorontalo,Shopee
20011119L5AJ42,Payung lipat 42 inch,Accessories,42900,83,2000,3562700,11-01-2020,JNE,Regular,Order Berhasil,Kalimantan Selatan,Shopee
20011101R3HC86,Baju Koko lengan pendek hitam,Pakaian,89900,10,2000,901000,11-01-2020,SiCepat,Regular,Order Berhasil,Gorontalo,Shopee
20011179E0IV39,Sweater unisex kuning,Pakaian,99000,79,2000,7823000,11-01-2020,JNE,Regular,Order Berhasil,Kalimantan Selatan,Shopee
20011123J9NQ50,Jas Hujan setelan bahan polymer,Pakaian,149000,12,2000,1790000,11-01-2020,J&T,Regular,Order Berhasil,Nusa Tenggara Barat,Shopee
20011123J9NQ50,Baju Gamis bahan katun gold,Pakaian,79000,85,2000,6717000,11-01-2020,J&T,Regular,Order Berhasil,Nusa Tenggara Barat,Shopee
20011110I4WJ77,Seragam Sekolah SD paket lengkap,Pakaian,114900,19,2000,2185100,11-01-2020,JNE,Regular,Order Berhasil,Sulawesi Selatan,Shopee
20011135W5DH61,Sepatu Sekolah leher panjang hitam bertali,Sepatu,345900,7,2000,2423300,11-01-2020,Grab,Same Day,Order Berhasil,Bali,Shopee
20011221R0KM29,Baju Gamis bahan katun gold,Pakaian,79000,64,2000,5058000,12-01-2020,JNE,Regular,Order Berhasil,Banten,Shopee
20011234C8WM78,Tas Sekolah tahan air 15.6 inch,Accessories,379000,40,2000,15162000,12-01-2020,JNE,Regular,Order Berhasil,Sulawesi Barat,Shopee
20011234C8WM78,Batik Couple modis merah maroon,Pakaian,113900,58,2000,6608200,12-01-2020,JNE,Regular,Order Berhasil,Sulawesi Barat,Shopee
20011262A0QM27,Jas Hujan setelan bahan polymer,Pakaian,149000,12,2000,1790000,12-01-2020,Grab,Same Day,Order Berhasil,Bali,Shopee
20011242H3CE70,Sweater unisex kuning,Pakaian,99000,64,2000,6338000,12-01-2020,JNE,Regular,Order Berhasil,Lampung,Shopee
20011242H3CE70,Baju Koko lengan pendek hitam,Pakaian,89900,31,2000,2788900,12-01-2020,JNE,Regular,Order Berhasil,Lampung,Shopee
20011270Z6MM18,Payung lipat 42 inch,Accessories,42900,93,2000,3991700,12-01-2020,JNE,Regular,Order Berhasil,Kalimantan Barat,Shopee
20011295J0LJ59,Seragam Sekolah SD paket lengkap,Pakaian,114900,19,2000,2185100,12-01-2020,JNE,Regular,Order Berhasil,Jawa Tengah,Shopee
20011295J0LJ59,Pashmina ceruty premium basic,Pakaian,34900,19,2000,665100,12-01-2020,JNE,Regular,Order Berhasil,Jawa Tengah,Shopee
20011253K2AC26,Sepatu Sekolah leher panjang hitam bertali,Sepatu,345900,36,2000,12454400,12-01-2020,Grab,Same Day,Order Berhasil,Jawa Timur,Shopee
20011344V2NJ96,Batik Couple modis merah maroon,Pakaian,113900,51,2000,5810900,13-01-2020,SiCepat,Regular,Order Berhasil,Jawa Timur,Shopee
20011347J0QM70,Baju Gamis bahan katun gold,Pakaian,79000,48,2000,3794000,13-01-2020,JNE,Regular,Order Berhasil,Nusa Tenggara Timur,Shopee
20011351T8AC13,Payung lipat 42 inch,Accessories,42900,89,2000,3820100,13-01-2020,JNE,Regular,Order Berhasil,Sulawesi Tenggara,Shopee
20011351T8AC13,Pashmina ceruty premium basic,Pakaian,34900,12,2000,420800,13-01-2020,JNE,Regular,Order Berhasil,Sulawesi Tenggara,Shopee
20011324Y5CB12,Baju Koko lengan pendek hitam,Pakaian,89900,23,2000,2069700,13-01-2020,J&T,Regular,Order Berhasil,Jawa Timur,Shopee
20011325N2HC73,Tas Sekolah tahan air 15.6 inch,Accessories,379000,33,2000,12509000,13-01-2020,GO-JEK,Regular,Order Gagal,Kalimantan Barat,Shopee
20011345Q4MA43,Jas Hujan setelan bahan polymer,Pakaian,149000,20,2000,2982000,13-01-2020,Grab,Same Day,Order Berhasil,Kalimantan Timur,Shopee
20011392W0FQ94,Sepatu Sekolah leher panjang hitam bertali,Sepatu,345900,48,2000,16605200,13-01-2020,Grab,Same Day,Order Berhasil,Nusa Tenggara Barat,Shopee
20011321P6MG11,Sweater unisex kuning,Pakaian,99000,28,2000,2774000,13-01-2020,JNE,Regular,Order Berhasil,Jawa Tengah,Shopee
20011385Y7AQ45,Seragam Sekolah SD paket lengkap,Pakaian,114900,16,2000,1840400,13-01-2020,J&T,Regular,Order Berhasil,Banten,Shopee
20011486Q2CO10,Jas Hujan setelan bahan polymer,Pakaian,149000,12,2000,1790000,14-01-2020,JNE,Regular,Order Berhasil,Sumatera Barat,Shopee
20011446A0CH71,Baju Koko lengan pendek hitam,Pakaian,89900,10,2000,901000,14-01-2020,SiCepat,Regular,Order Berhasil,Kalimantan Tengah,Shopee
20011476Z3BN03,Batik Couple modis merah maroon,Pakaian,113900,24,2000,2735600,14-01-2020,GO-JEK,Same Day,Order Berhasil,Banten,Shopee
20011476Z3BN03,Baju Gamis bahan katun gold,Pakaian,79000,23,2000,1819000,14-01-2020,GO-JEK,Same Day,Order Berhasil,Banten,Shopee
20011467V6FZ55,Pashmina ceruty premium basic,Pakaian,34900,3,2000,106700,14-01-2020,J&T,Regular,Order Berhasil,Jawa Barat,Shopee
20011416W1JP72,Sweater unisex kuning,Pakaian,99000,45,2000,4457000,14-01-2020,GO-JEK,Regular,Order Berhasil,Jawa Tengah,Shopee
20011416W1JP72,Jas Hujan setelan bahan polymer,Pakaian,149000,15,2000,2237000,14-01-2020,GO-JEK,Regular,Order Berhasil,Jawa Tengah,Shopee
20011416W1JP72,Batik Couple modis merah maroon,Pakaian,113900,28,2000,3191200,14-01-2020,GO-JEK,Regular,Order Berhasil,Jawa Tengah,Shopee
20011446W2EN78,Payung lipat 42 inch,Accessories,42900,45,2000,1932500,14-01-2020,J&T,Regular,Order Berhasil,Lampung,Shopee
20011426U9UH05,Sweater unisex kuning,Pakaian,99000,28,2000,2774000,14-01-2020,GO-JEK,Same Day,Order Berhasil,Bali,Shopee
20011463W4MV16,Baju Gamis bahan katun gold,Pakaian,79000,49,2000,3873000,14-01-2020,SiCepat,Regular,Order Berhasil,Jawa Timur,Shopee
20011416D9OH65,Sepatu Sekolah leher panjang hitam bertali,Sepatu,345900,10,2000,3461000,14-01-2020,Grab,Same Day,Order Berhasil,Jawa Barat,Shopee
20011416D9OH65,Payung lipat 42 inch,Accessories,42900,41,2000,1760900,14-01-2020,Grab,Same Day,Order Berhasil,Jawa Barat,Shopee
20011416D9OH65,Baju Koko lengan pendek hitam,Pakaian,89900,4,2000,361600,14-01-2020,Grab,Same Day,Order Berhasil,Jawa Barat,Shopee
20011402Q0BW73,Seragam Sekolah SD paket lengkap,Pakaian,114900,12,2000,1380800,14-01-2020,Grab,Same Day,Order Berhasil,Sumatera Utara,Shopee
20011462W3EZ46,Seragam Sekolah SD paket lengkap,Pakaian,114900,10,2000,1151000,14-01-2020,SiCepat,Regular,Order Berhasil,Bengkulu,Shopee
20011467J2LB08,Pashmina ceruty premium basic,Pakaian,34900,4,2000,141600,14-01-2020,JNE,Regular,Order Berhasil,Sulawesi Selatan,Shopee
20011411I8PW44,Sepatu Sekolah leher panjang hitam bertali,Sepatu,345900,18,2000,6228200,14-01-2020,SiCepat,Regular,Order Berhasil,Jawa Barat,Shopee
20011447M5MV26,Tas Sekolah tahan air 15.6 inch,Accessories,379000,8,2000,3034000,14-01-2020,JNE,Regular,Order Berhasil,Sumatera Utara,Shopee
20011400U1UM11,Tas Sekolah tahan air 15.6 inch,Accessories,379000,19,2000,7203000,14-01-2020,J&T,Regular,Order Berhasil,Aceh,Shopee
20011550T0UF10,Batik Couple modis merah maroon,Pakaian,113900,61,2000,6949900,15-01-2020,J&T,Regular,Order Berhasil,Jakarta,Shopee
20011559S9LE57,Jas Hujan setelan bahan polymer,Pakaian,149000,46,2000,6856000,15-01-2020,JNE,Regular,Order Berhasil,Sumatera Selatan,Shopee
20011559S9LE57,Baju Koko lengan pendek hitam,Pakaian,89900,17,2000,1530300,15-01-2020,JNE,Regular,Order Berhasil,Sumatera Selatan,Shopee
20011575X1KQ33,Tas Sekolah tahan air 15.6 inch,Accessories,379000,29,2000,10993000,15-01-2020,SiCepat,Regular,Order Berhasil,Riau,Shopee
20011575X1KQ33,Sweater unisex kuning,Pakaian,99000,50,2000,4952000,15-01-2020,SiCepat,Regular,Order Berhasil,Riau,Shopee
20011575X1KQ33,Sepatu Sekolah leher panjang hitam bertali,Sepatu,345900,18,2000,6228200,15-01-2020,SiCepat,Regular,Order Berhasil,Riau,Shopee
20011575X1KQ33,Pashmina ceruty premium basic,Pakaian,34900,5,2000,176500,15-01-2020,SiCepat,Regular,Order Berhasil,Riau,Shopee
20011571U3UN02,Seragam Sekolah SD paket lengkap,Pakaian,114900,47,2000,5402300,15-01-2020,JNE,Regular,Order Berhasil,Jawa Tengah,Shopee
20011586F9IV04,Payung lipat 42 inch,Accessories,42900,88,2000,3777200,15-01-2020,SiCepat,Regular,Order Berhasil,Sumatera Selatan,Shopee
20011509Z3BB04,Baju Gamis bahan katun gold,Pakaian,79000,42,2000,3320000,15-01-2020,GO-JEK,Same Day,Order Berhasil,Sumatera Utara,Shopee
20011619L8GY28,Seragam Sekolah SD paket lengkap,Pakaian,114900,67,2000,7700300,16-01-2020,JNE,Regular,Order Berhasil,Kalimantan Timur,Shopee
20011682Y5MJ02,Jas Hujan setelan bahan polymer,Pakaian,149000,100,2000,14902000,16-01-2020,JNE,Regular,Order Berhasil,Jawa Timur,Shopee
20011636D0QF63,Baju Koko lengan pendek hitam,Pakaian,89900,9,2000,811100,16-01-2020,J&T,Regular,Order Berhasil,Kalimantan Timur,Shopee
