Invoice,Product Name,Product Category,Product Price (IDR),Product Quantity,Shipping Fee (IDR),Total Amount (IDR),Order Created Date,Courier Name,Courier Service,Order Status,Region/Province,ECommerce
221014813337,Pashmina ceruty premium basic,Pakaian,857600,24,20000,857600,16-04-2022,J&T,Regular,Order On Process,Jawa Barat,Bukalapak
211015088102,Seragam Sekolah SD paket lengkap,Pakaian,4766200,38,20000,4766200,11-02-2021,J&T,Regular,Order Berhasil,Jawa Timur,Bukalapak
211016236255,Tas Sekolah tahan air 15.6 inch,Accessories,5444000,16,20000,5444000,29-03-2021,J&T,Regular,Order Berhasil,Jawa Barat,Bukalapak
211020321631,Batik Couple modis merah maroon,Pakaian,4925000,45,20000,4925000,09-11-2021,SiCepat,Regular,Order On Process,Jawa Barat,Bukalapak
221021358448,Pashmina ceruty premium basic,Pakaian,927400,26,20000,927400,03-05-2022,SiCepat,Regular,Order Berhasil,Jawa Timur,Bukalapak
221021839608,Sweater unisex kuning,Pakaian,2891000,29,20000,2891000,27-10-2022,J&T,Regular,Order Berhasil,Bali,Bukalapak
221022540606,Jas Hujan setelan bahan polymer,Pakaian,1531100,9,20000,1531100,22-10-2022,J&T,Regular,Order Berhasil,Sulawesi Selatan,Bukalapak
221023769442,Sweater unisex kuning,Pakaian,4871000,49,20000,4871000,23-11-2022,SiCepat,Regular,Order Berhasil,Aceh,Bukalapak
221025066755,Sweater unisex kuning,Pakaian,4871000,49,20000,4871000,19-11-2022,J&T,Regular,Order On Process,Sulawesi Selatan,Bukalapak
221025785709,Baju Gamis bahan katun gold,Pakaian,3375800,42,20000,3375800,01-04-2022,J&T,Regular,Order Berhasil,Maluku Utara,Bukalapak
221026656532,Payung lipat 42 inch,Accessories,2282600,54,20000,2282600,13-03-2022,J&T,Regular,Order Berhasil,Riau,Bukalapak
221028492633,Sepatu Sekolah leher panjang hitam bertali,Sepatu,9800000,20,20000,9800000,16-12-2022,J&T,Regular,Order Berhasil,Jawa Barat,Bukalapak
201030052112,Baju Gamis bahan katun gold,Pakaian,4414500,55,20000,4414500,13-02-2020,JNE,Regular,Order On Process,Nusa Tenggara Barat,Bukalapak
201030052112,Jas Hujan setelan bahan polymer,Pakaian,1027400,6,20000,1027400,13-02-2020,JNE,Regular,Order On Process,Nusa Tenggara Barat,Bukalapak
221031069254,Payung lipat 42 inch,Accessories,2031200,48,20000,2031200,20-06-2022,J&T,Regular,Order On Process,Riau,Bukalapak
211031517704,Jas Hujan setelan bahan polymer,Pakaian,859500,5,20000,859500,08-01-2021,J&T,Regular,Order Gagal,Sulawesi Tengah,Bukalapak
201031858509,Baju Gamis bahan katun gold,Pakaian,2177300,27,20000,2177300,08-06-2020,JNE,Regular,Order Berhasil,Jawa Tengah,Bukalapak
201031972795,Sweater unisex kuning,Pakaian,2693000,27,20000,2693000,07-12-2020,SiCepat,Regular,Order Berhasil,Jawa Barat,Bukalapak
221032049680,Tas Sekolah tahan air 15.6 inch,Accessories,7817000,23,20000,7817000,15-05-2022,J&T,Regular,Order Berhasil,Yogyakarta,Bukalapak
201033488547,Baju Koko lengan pendek hitam,Pakaian,2868000,32,20000,2868000,19-11-2020,J&T,Regular,Order On Process,Jawa Timur,Bukalapak
201033488547,Baju Gamis bahan katun gold,Pakaian,4494400,56,20000,4494400,19-11-2020,J&T,Regular,Order On Process,Jawa Timur,Bukalapak
201033488547,Sweater unisex kuning,Pakaian,3485000,35,20000,3485000,19-11-2020,J&T,Regular,Order On Process,Jawa Timur,Bukalapak
201034896152,Baju Koko lengan pendek hitam,Pakaian,999000,11,20000,999000,07-12-2020,SiCepat,Regular,Order Berhasil,Aceh,Bukalapak
201034896152,Seragam Sekolah SD paket lengkap,Pakaian,3267400,26,20000,3267400,07-12-2020,SiCepat,Regular,Order Berhasil,Aceh,Bukalapak
201034896152,Tas Sekolah tahan air 15.6 inch,Accessories,5444000,16,20000,5444000,07-12-2020,SiCepat,Regular,Order Berhasil,Aceh,Bukalapak
221034980990,Payung lipat 42 inch,Accessories,1821700,43,20000,1821700,11-08-2022,JNE,Regular,Order Berhasil,Yogyakarta,Bukalapak
221034980990,Seragam Sekolah SD paket lengkap,Pakaian,2268200,18,20000,2268200,11-08-2022,JNE,Regular,Order Berhasil,Yogyakarta,Bukalapak
201035158486,Payung lipat 42 inch,Accessories,2869200,68,20000,2869200,24-02-2020,J&T,Regular,Order Berhasil,Sumatera Barat,Bukalapak
211035484074,Baju Koko lengan pendek hitam,Pakaian,198000,2,20000,198000,29-06-2021,J&T,Regular,Order Berhasil,Papua,Bukalapak
211035484074,Pashmina ceruty premium basic,Pakaian,403900,11,20000,403900,29-06-2021,J&T,Regular,Order Berhasil,Papua,Bukalapak
211035484074,Tas Sekolah tahan air 15.6 inch,Accessories,11546000,34,20000,11546000,29-06-2021,J&T,Regular,Order Berhasil,Papua,Bukalapak
201036426741,Payung lipat 42 inch,Accessories,1109400,26,20000,1109400,21-06-2020,JNE,Regular,Order On Process,Jawa Tengah,Bukalapak
211036543026,Baju Gamis bahan katun gold,Pakaian,1218500,15,20000,1218500,23-06-2021,SiCepat,Regular,Order Berhasil,Sulawesi Tenggara,Bukalapak
211036614388,Payung lipat 42 inch,Accessories,1444600,34,20000,1444600,18-11-2021,Grab,Same Day,Order Berhasil,Sumatera Utara,Bukalapak
221038519646,Seragam Sekolah SD paket lengkap,Pakaian,6639700,53,20000,6639700,20-05-2022,J&T,Regular,Order On Process,Banten,Bukalapak
201038868224,Tas Sekolah tahan air 15.6 inch,Accessories,6461000,19,20000,6461000,20-05-2020,J&T,Regular,Order Berhasil,Kalimantan Timur,Bukalapak
211040631606,Batik Couple modis merah maroon,Pakaian,6451000,59,20000,6451000,05-12-2021,J&T,Regular,Order On Process,Jawa Timur,Bukalapak
221041324356,Seragam Sekolah SD paket lengkap,Pakaian,2393100,19,20000,2393100,14-02-2022,JNE,Regular,Order Gagal,Bali,Bukalapak
211045118787,Baju Gamis bahan katun gold,Pakaian,7131100,89,20000,7131100,22-09-2021,J&T,Regular,Order On Process,Jawa Timur,Bukalapak
211045118787,Payung lipat 42 inch,Accessories,1402700,33,20000,1402700,22-09-2021,J&T,Regular,Order On Process,Jawa Timur,Bukalapak
211045118787,Seragam Sekolah SD paket lengkap,Pakaian,2518000,20,20000,2518000,22-09-2021,J&T,Regular,Order On Process,Jawa Timur,Bukalapak
211045118787,Sweater unisex kuning,Pakaian,4475000,45,20000,4475000,22-09-2021,J&T,Regular,Order On Process,Jawa Timur,Bukalapak
211047137800,Tas Sekolah tahan air 15.6 inch,Accessories,10529000,31,20000,10529000,12-11-2021,J&T,Regular,Order On Process,Kalimantan Tengah,Bukalapak
201047784349,Seragam Sekolah SD paket lengkap,Pakaian,4891100,39,20000,4891100,03-02-2020,Grab,Same Day,Order Berhasil,Banten,Bukalapak
221048694102,Pashmina ceruty premium basic,Pakaian,1450900,41,20000,1450900,01-09-2022,SiCepat,Regular,Order Berhasil,Jawa Barat,Bukalapak
201049499829,Pashmina ceruty premium basic,Pakaian,264300,7,20000,264300,20-01-2020,J&T,Regular,Order On Process,Jawa Timur,Bukalapak
201050269619,Seragam Sekolah SD paket lengkap,Pakaian,6265000,50,20000,6265000,26-07-2020,Grab,Same Day,Order On Process,Jawa Timur,Bukalapak
201051131631,Sweater unisex kuning,Pakaian,5267000,53,20000,5267000,09-12-2020,J&T,Regular,Order On Process,Bangka Belitung,Bukalapak
221051314300,Tas Sekolah tahan air 15.6 inch,Accessories,3410000,10,20000,3410000,24-08-2022,J&T,Regular,Order On Process,Papua,Bukalapak
221052215913,Payung lipat 42 inch,Accessories,2115000,50,20000,2115000,22-11-2022,J&T,Regular,Order Berhasil,Jawa Timur,Bukalapak
201052251186,Sweater unisex kuning,Pakaian,4277000,43,20000,4277000,02-03-2020,J&T,Regular,Order Gagal,Nusa Tenggara Timur,Bukalapak
211053264356,Payung lipat 42 inch,Accessories,1654100,39,20000,1654100,12-07-2021,J&T,Regular,Order On Process,Kalimantan Timur,Bukalapak
211054417731,Seragam Sekolah SD paket lengkap,Pakaian,1269000,10,20000,1269000,04-08-2021,J&T,Regular,Order On Process,Sulawesi Selatan,Bukalapak
221054465175,Sweater unisex kuning,Pakaian,5861000,59,20000,5861000,01-09-2022,J&T,Regular,Order Berhasil,Bali,Bukalapak
211055486105,Pashmina ceruty premium basic,Pakaian,578400,16,20000,578400,22-06-2021,J&T,Regular,Order Berhasil,Banten,Bukalapak
221056145973,Payung lipat 42 inch,Accessories,1193200,28,20000,1193200,29-03-2022,JNE,Regular,Order Berhasil,Bengkulu,Bukalapak
201063621395,Tas Sekolah tahan air 15.6 inch,Accessories,5105000,15,20000,5105000,23-11-2020,J&T,Regular,Order On Process,Sumatera Selatan,Bukalapak
211064266632,Baju Gamis bahan katun gold,Pakaian,2417000,30,20000,2417000,14-06-2021,J&T,Regular,Order Berhasil,Sulawesi Selatan,Bukalapak
211064498053,Sweater unisex kuning,Pakaian,4673000,47,20000,4673000,08-06-2021,J&T,Regular,Order Berhasil,Sulawesi Tenggara,Bukalapak
211064512295,Batik Couple modis merah maroon,Pakaian,5688000,52,20000,5688000,15-11-2021,Grab,Same Day,Order Berhasil,Jawa Tengah,Bukalapak
221065322331,Tas Sekolah tahan air 15.6 inch,Accessories,7139000,21,20000,7139000,28-03-2022,SiCepat,Regular,Order Berhasil,Jawa Timur,Bukalapak
201066011472,Batik Couple modis merah maroon,Pakaian,3508000,32,20000,3508000,22-07-2020,J&T,Regular,Order Berhasil,Kepulauan Riau,Bukalapak
201066011472,Tas Sekolah tahan air 15.6 inch,Accessories,17987000,53,20000,17987000,22-07-2020,J&T,Regular,Order Berhasil,Kepulauan Riau,Bukalapak
201066360350,Pashmina ceruty premium basic,Pakaian,822700,23,20000,822700,06-05-2020,Grab,Same Day,Order Berhasil,Sulawesi Tenggara,Bukalapak
201066360350,Tas Sekolah tahan air 15.6 inch,Accessories,5444000,16,20000,5444000,06-05-2020,Grab,Same Day,Order Berhasil,Sulawesi Tenggara,Bukalapak
211067468589,Baju Gamis bahan katun gold,Pakaian,8010000,100,20000,8010000,08-11-2021,SiCepat,Regular,Order On Process,Jawa Timur,Bukalapak
211067468589,Jas Hujan setelan bahan polymer,Pakaian,2706400,16,20000,2706400,08-11-2021,SiCepat,Regular,Order On Process,Jawa Timur,Bukalapak
211067783510,Payung lipat 42 inch,Accessories,2408300,57,20000,2408300,27-05-2021,Grab,Same Day,Order On Process,Jawa Timur,Bukalapak
211067783510,Sepatu Sekolah leher panjang hitam bertali,Sepatu,22514000,46,20000,22514000,27-05-2021,Grab,Same Day,Order On Process,Jawa Timur,Bukalapak
211067783510,Sweater unisex kuning,Pakaian,5168000,52,20000,5168000,27-05-2021,Grab,Same Day,Order On Process,Jawa Timur,Bukalapak
201067995412,Baju Gamis bahan katun gold,Pakaian,2177300,27,20000,2177300,05-10-2020,Grab,Same Day,Order Berhasil,Lampung,Bukalapak
201067995412,Payung lipat 42 inch,Accessories,1528400,36,20000,1528400,05-10-2020,Grab,Same Day,Order Berhasil,Lampung,Bukalapak
221068376902,Payung lipat 42 inch,Accessories,2282600,54,20000,2282600,11-04-2022,SiCepat,Regular,Order Berhasil,Sumatera Utara,Bukalapak
221068376902,Sepatu Sekolah leher panjang hitam bertali,Sepatu,11267000,23,20000,11267000,11-04-2022,SiCepat,Regular,Order Berhasil,Sumatera Utara,Bukalapak
221069216611,Jas Hujan setelan bahan polymer,Pakaian,1195300,7,20000,1195300,23-09-2022,J&T,Regular,Order Berhasil,Jawa Barat,Bukalapak
201069480732,Baju Koko lengan pendek hitam,Pakaian,2156000,24,20000,2156000,29-12-2020,J&T,Regular,Order On Process,Aceh,Bukalapak
221070132284,Tas Sekolah tahan air 15.6 inch,Accessories,11885000,35,20000,11885000,22-03-2022,JNE,Regular,Order Berhasil,Jawa Timur,Bukalapak
201070673355,Payung lipat 42 inch,Accessories,2198800,52,20000,2198800,27-07-2020,J&T,Regular,Order Berhasil,Sulawesi Tengah,Bukalapak
211071072277,Sepatu Sekolah leher panjang hitam bertali,Sepatu,7844000,16,20000,7844000,11-11-2021,SiCepat,Regular,Order On Process,Kalimantan Timur,Bukalapak
211071777231,Sweater unisex kuning,Pakaian,5663000,57,20000,5663000,12-01-2021,J&T,Regular,Order Berhasil,Jawa Tengah,Bukalapak
211073421022,Pashmina ceruty premium basic,Pakaian,1520700,43,20000,1520700,08-10-2021,JNE,Regular,Order Berhasil,Jawa Tengah,Bukalapak
211074995329,Payung lipat 42 inch,Accessories,1109400,26,20000,1109400,19-01-2021,JNE,Regular,Order Berhasil,Jawa Barat,Bukalapak
211074995329,Seragam Sekolah SD paket lengkap,Pakaian,1019200,8,20000,1019200,19-01-2021,JNE,Regular,Order Berhasil,Jawa Barat,Bukalapak
211074995329,Sweater unisex kuning,Pakaian,2198000,22,20000,2198000,19-01-2021,JNE,Regular,Order Berhasil,Jawa Barat,Bukalapak
201076079226,Sweater unisex kuning,Pakaian,4079000,41,20000,4079000,02-09-2020,Grab,Same Day,Order Berhasil,Jawa Tengah,Bukalapak
201077320931,Payung lipat 42 inch,Accessories,1193200,28,20000,1193200,02-07-2020,JNE,Regular,Order Berhasil,Jakarta,Bukalapak
201077320931,Seragam Sekolah SD paket lengkap,Pakaian,4391500,35,20000,4391500,02-07-2020,JNE,Regular,Order Berhasil,Jakarta,Bukalapak
211078542732,Batik Couple modis merah maroon,Pakaian,1873000,17,20000,1873000,08-08-2021,SiCepat,Regular,Order Berhasil,Jakarta,Bukalapak
211078542732,Seragam Sekolah SD paket lengkap,Pakaian,769400,6,20000,769400,08-08-2021,SiCepat,Regular,Order Berhasil,Jakarta,Bukalapak
211080334662,Batik Couple modis merah maroon,Pakaian,3944000,36,20000,3944000,25-04-2021,JNE,Regular,Order Berhasil,Jawa Timur,Bukalapak
201081270467,Sepatu Sekolah leher panjang hitam bertali,Sepatu,8822000,18,20000,8822000,15-01-2020,J&T,Regular,Order Berhasil,Jawa Timur,Bukalapak
221081571218,Pashmina ceruty premium basic,Pakaian,1555600,44,20000,1555600,07-09-2022,Grab,Same Day,Order Berhasil,Jawa Timur,Bukalapak
201081614481,Pashmina ceruty premium basic,Pakaian,403900,11,20000,403900,05-02-2020,Grab,Same Day,Order Gagal,Sulawesi Selatan,Bukalapak
221082610607,Baju Koko lengan pendek hitam,Pakaian,999000,11,20000,999000,24-03-2022,JNE,Regular,Order Berhasil,Kalimantan Barat,Bukalapak
201082744478,Batik Couple modis merah maroon,Pakaian,2854000,26,20000,2854000,06-03-2020,J&T,Regular,Order Berhasil,Sulawesi Selatan,Bukalapak
201082744478,Sweater unisex kuning,Pakaian,4277000,43,20000,4277000,06-03-2020,J&T,Regular,Order Berhasil,Sulawesi Selatan,Bukalapak
211082792206,Baju Gamis bahan katun gold,Pakaian,4094900,51,20000,4094900,15-02-2021,J&T,Regular,Order On Process,Bali,Bukalapak
221085845514,Seragam Sekolah SD paket lengkap,Pakaian,3267400,26,20000,3267400,13-03-2022,SiCepat,Regular,Order On Process,Nusa Tenggara Barat,Bukalapak
201086512481,Baju Koko lengan pendek hitam,Pakaian,554000,6,20000,554000,12-02-2020,SiCepat,Regular,Order Berhasil,Bali,Bukalapak
211091025327,Pashmina ceruty premium basic,Pakaian,857600,24,20000,857600,12-03-2021,JNE,Regular,Order Berhasil,Aceh,Bukalapak
221091081011,Jas Hujan setelan bahan polymer,Pakaian,1363200,8,20000,1363200,26-09-2022,SiCepat,Regular,Order On Process,Jawa Timur,Bukalapak
221093913680,Jas Hujan setelan bahan polymer,Pakaian,691600,4,20000,691600,28-05-2022,J&T,Regular,Order Berhasil,Kalimantan Timur,Bukalapak
221093913680,Pashmina ceruty premium basic,Pakaian,1101900,31,20000,1101900,28-05-2022,J&T,Regular,Order Berhasil,Kalimantan Timur,Bukalapak
211095074777,Baju Koko lengan pendek hitam,Pakaian,3847000,43,20000,3847000,14-10-2021,SiCepat,Regular,Order Berhasil,Aceh,Bukalapak
211095644722,Seragam Sekolah SD paket lengkap,Pakaian,1393900,11,20000,1393900,18-08-2021,SiCepat,Regular,Order Berhasil,Jawa Timur,Bukalapak
201097576906,Tas Sekolah tahan air 15.6 inch,Accessories,10868000,32,20000,10868000,16-07-2020,J&T,Regular,Order On Process,Sumatera Selatan,Bukalapak
211097598542,Payung lipat 42 inch,Accessories,2408300,57,20000,2408300,25-09-2021,J&T,Regular,Order On Process,Jambi,Bukalapak
211097970619,Baju Gamis bahan katun gold,Pakaian,3295900,41,20000,3295900,20-08-2021,JNE,Regular,Order Berhasil,Jawa Barat,Bukalapak
221098255568,Sepatu Sekolah leher panjang hitam bertali,Sepatu,10289000,21,20000,10289000,27-09-2022,J&T,Regular,Order Berhasil,Jawa Timur,Bukalapak
221098255568,Seragam Sekolah SD paket lengkap,Pakaian,2268200,18,20000,2268200,27-09-2022,J&T,Regular,Order Berhasil,Jawa Timur,Bukalapak
221099139874,Baju Gamis bahan katun gold,Pakaian,2177300,27,20000,2177300,09-06-2022,JNE,Regular,Order Berhasil,Jawa Tengah,Bukalapak
221100048489,Baju Koko lengan pendek hitam,Pakaian,376000,4,20000,376000,14-01-2022,J&T,Regular,Order Gagal,Kalimantan Barat,Bukalapak
221100048489,Tas Sekolah tahan air 15.6 inch,Accessories,4766000,14,20000,4766000,14-01-2022,J&T,Regular,Order Gagal,Kalimantan Barat,Bukalapak
221101562606,Jas Hujan setelan bahan polymer,Pakaian,1866900,11,20000,1866900,04-04-2022,SiCepat,Regular,Order On Process,Banten,Bukalapak
211102074379,Baju Koko lengan pendek hitam,Pakaian,2334000,26,20000,2334000,26-11-2021,J&T,Regular,Order Gagal,Bali,Bukalapak
211102074379,Batik Couple modis merah maroon,Pakaian,6342000,58,20000,6342000,26-11-2021,J&T,Regular,Order Gagal,Bali,Bukalapak
211102713227,Sepatu Sekolah leher panjang hitam bertali,Sepatu,7844000,16,20000,7844000,11-07-2021,J&T,Regular,Order On Process,Jawa Tengah,Bukalapak
201104344254,Baju Koko lengan pendek hitam,Pakaian,732000,8,20000,732000,20-07-2020,J&T,Regular,Order Berhasil,Jawa Timur,Bukalapak
211104762678,Seragam Sekolah SD paket lengkap,Pakaian,3767000,30,20000,3767000,13-07-2021,J&T,Regular,Order Gagal,Jawa Tengah,Bukalapak
211106430409,Pashmina ceruty premium basic,Pakaian,1765000,50,20000,1765000,04-12-2021,SiCepat,Regular,Order Berhasil,Jawa Barat,Bukalapak
211107379877,Jas Hujan setelan bahan polymer,Pakaian,1027400,6,20000,1027400,27-01-2021,JNE,Regular,Order On Process,Riau,Bukalapak
221107817523,Batik Couple modis merah maroon,Pakaian,6124000,56,20000,6124000,31-12-2022,JNE,Regular,Order Berhasil,Jawa Timur,Bukalapak
211108151463,Sweater unisex kuning,Pakaian,5663000,57,20000,5663000,24-06-2021,JNE,Regular,Order Berhasil,Kalimantan Barat,Bukalapak
201109128872,Payung lipat 42 inch,Accessories,1570300,37,20000,1570300,26-10-2020,JNE,Regular,Order Berhasil,Nusa Tenggara Timur,Bukalapak
211109334148,Jas Hujan setelan bahan polymer,Pakaian,355800,2,20000,355800,18-05-2021,J&T,Regular,Order Berhasil,Jawa Timur,Bukalapak
211110098801,Payung lipat 42 inch,Accessories,2785400,66,20000,2785400,05-03-2021,SiCepat,Regular,Order Berhasil,Jawa Timur,Bukalapak
201110551398,Jas Hujan setelan bahan polymer,Pakaian,355800,2,20000,355800,04-10-2020,SiCepat,Regular,Order Berhasil,Jawa Tengah,Bukalapak
221111385146,Jas Hujan setelan bahan polymer,Pakaian,1363200,8,20000,1363200,12-01-2022,J&T,Regular,Order Gagal,Papua,Bukalapak
221111385146,Pashmina ceruty premium basic,Pakaian,578400,16,20000,578400,12-01-2022,J&T,Regular,Order Gagal,Papua,Bukalapak
211113763046,Baju Koko lengan pendek hitam,Pakaian,2601000,29,20000,2601000,09-10-2021,J&T,Regular,Order Gagal,Sulawesi Tengah,Bukalapak
201114910131,Payung lipat 42 inch,Accessories,2198800,52,20000,2198800,03-08-2020,JNE,Regular,Order Berhasil,Bengkulu,Bukalapak
201119141345,Payung lipat 42 inch,Accessories,3078700,73,20000,3078700,05-09-2020,JNE,Regular,Order Berhasil,Jawa Barat,Bukalapak
211119265854,Jas Hujan setelan bahan polymer,Pakaian,523700,3,20000,523700,08-01-2021,J&T,Regular,Order Berhasil,Jawa Tengah,Bukalapak
221119844315,Sweater unisex kuning,Pakaian,5762000,58,20000,5762000,25-12-2022,Grab,Same Day,Order Berhasil,Sumatera Selatan,Bukalapak
211119913062,Batik Couple modis merah maroon,Pakaian,3072000,28,20000,3072000,11-07-2021,SiCepat,Regular,Order Berhasil,Sumatera Utara,Bukalapak
201119955871,Batik Couple modis merah maroon,Pakaian,9067000,83,20000,9067000,13-12-2020,J&T,Regular,Order Berhasil,Jawa Tengah,Bukalapak
221119956529,Baju Koko lengan pendek hitam,Pakaian,3402000,38,20000,3402000,12-11-2022,JNE,Regular,Order Berhasil,Papua,Bukalapak
201120013673,Sepatu Sekolah leher panjang hitam bertali,Sepatu,18602000,38,20000,18602000,21-03-2020,JNE,Regular,Order Berhasil,Jawa Barat,Bukalapak
221123877253,Baju Gamis bahan katun gold,Pakaian,3855200,48,20000,3855200,14-07-2022,Grab,Same Day,Order Berhasil,Jawa Timur,Bukalapak
221124550161,Jas Hujan setelan bahan polymer,Pakaian,6568100,39,20000,6568100,29-10-2022,J&T,Regular,Order On Process,Papua,Bukalapak
221126741746,Jas Hujan setelan bahan polymer,Pakaian,3042200,18,20000,3042200,18-02-2022,JNE,Regular,Order Gagal,Jawa Barat,Bukalapak
211127066174,Baju Gamis bahan katun gold,Pakaian,4574300,57,20000,4574300,27-08-2021,SiCepat,Regular,Order Berhasil,Riau,Bukalapak
211127066174,Sepatu Sekolah leher panjang hitam bertali,Sepatu,21047000,43,20000,21047000,27-08-2021,SiCepat,Regular,Order Berhasil,Riau,Bukalapak
201127955824,Tas Sekolah tahan air 15.6 inch,Accessories,7817000,23,20000,7817000,15-09-2020,J&T,Regular,Order Berhasil,Kepulauan Riau,Bukalapak
201129677255,Sweater unisex kuning,Pakaian,3386000,34,20000,3386000,13-11-2020,J&T,Regular,Order Berhasil,Aceh,Bukalapak
221130069112,Pashmina ceruty premium basic,Pakaian,578400,16,20000,578400,19-01-2022,JNE,Regular,Order On Process,Kalimantan Barat,Bukalapak
221130069112,Sweater unisex kuning,Pakaian,4376000,44,20000,4376000,19-01-2022,JNE,Regular,Order On Process,Kalimantan Barat,Bukalapak
211130667042,Seragam Sekolah SD paket lengkap,Pakaian,2018400,16,20000,2018400,16-11-2021,Grab,Same Day,Order Berhasil,Jambi,Bukalapak
211131150176,Payung lipat 42 inch,Accessories,1570300,37,20000,1570300,28-11-2021,J&T,Regular,Order On Process,Sumatera Utara,Bukalapak
211131150176,Seragam Sekolah SD paket lengkap,Pakaian,519600,4,20000,519600,28-11-2021,J&T,Regular,Order On Process,Sumatera Utara,Bukalapak
211131411970,Batik Couple modis merah maroon,Pakaian,4380000,40,20000,4380000,29-09-2021,SiCepat,Regular,Order Berhasil,Jawa Timur,Bukalapak
211131411970,Tas Sekolah tahan air 15.6 inch,Accessories,20021000,59,20000,20021000,29-09-2021,SiCepat,Regular,Order Berhasil,Jawa Timur,Bukalapak
201131992278,Baju Koko lengan pendek hitam,Pakaian,4826000,54,20000,4826000,13-10-2020,SiCepat,Regular,Order On Process,Kalimantan Barat,Bukalapak
201133059503,Batik Couple modis merah maroon,Pakaian,6996000,64,20000,6996000,09-02-2020,JNE,Regular,Order Berhasil,Aceh,Bukalapak
